Locality	CollectionCode	DecimalLongitude	ScientificName	MinimumElevationInMeters	GUID	Kingdom	InstitutionCode	BasisOfRecord	Class	Country	StateProvince	CatalogNumber	Genus	SpecificEpithet	Order	DecimalLatitude	Family	InfraspecificEpithet	NomenclaturalCode	Phylum	Continent	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Scorzonera cana var. cana	2300	9e4c52a2-c7ea-438a-8910-56528c38849e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	451	Scorzonera	cana	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Satureja cuneifolia Ten.	2400	9f6d50c3-3c61-4df0-910c-d0379e044def-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	452	Satureja	cuneifolia	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Satureja graveolens (M.Bieb.) Caruel	2300	a6467d37-b34c-4bce-8500-b9cb33b0a9e7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	453	Satureja	graveolens	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Astragalus microrchis Barbey	2300	ba974f2b-9561-45cd-b22d-da60131f3be1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	454	Astragalus	microrchis	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Herniaria incana Lam.	2300	1d47723a-7cb9-48d2-9a84-572579a348ff-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	455	Herniaria	incana	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Paronychia chionaea Boiss.	2300	af08b142-96de-4eea-aae3-3d0eda4aaede-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	456	Paronychia	chionaea	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m	B	30.33700	Cerastium dichotomum L.	2490	f8cdef04-1e98-4a27-8e63-746226890aba-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	457	Cerastium	dichotomum	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Taraxacum cf. serotinum (Waldst. & Kit.) Poir.	2300	f3e794dd-7e28-42a7-8af3-47a9e1338f31-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	458	Taraxacum	cf. serotinum	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Minuartia erythrosepala var. erythrosepala	2500	b56da22b-e07a-4ea4-981d-d39463cbd454-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	459	Minuartia	erythrosepala	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Minuartia erythrosepala var. erythrosepala	2200	f37879bf-fe3b-4e7b-a627-e08f1d5acd71-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	459x45	Minuartia	erythrosepala	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Festuca valesiaca Schleicher ex Gaudin	2300	28c62256-365f-4c0a-b150-85ac232839ba-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	460	Festuca	valesiaca	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Bromus tomentellus subsp. tomentellus	2400	f035691e-a3b2-4c1c-9280-6147d3302109-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	461	Bromus	tomentellus	Cyperales	36.82400	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Bromus tomentellus subsp. tomentellus	1950	a4657170-af18-451b-aa6e-ca4012621fec-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	461x46	Bromus	tomentellus	Cyperales	36.82400	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Koeleria macrantha (Ledeb.) Schult.	2300	993b80e3-c9ba-470f-899c-db29e3281074-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	462	Koeleria	macrantha	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Koeleria macrantha (Ledeb.) Schult.	1950	2c650dc0-4b87-41be-9b30-25922e33824b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	462x46	Koeleria	macrantha	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Poa bulbosa agg. L.	2400	5660d0f0-d626-41b6-927f-89866b9b35f8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	463	Poa	bulbosa agg.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Alyssum strigosum subsp. strigosum	2300	9c952831-7a08-4fad-b585-feb3e47716bd-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	464a	Alyssum	strigosum	Capparales	36.82400	Brassicaceae	strigosum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Alyssum alyssoides (L.) L.	2300	7ef11987-1d31-477c-b55f-c3e56408ad98-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	464b	Alyssum	alyssoides	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Onosma cinerea Schreb.	2300	20563b6e-2ad1-4bda-907c-336ec6edd792-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	465	Onosma	cinerea	Lamiales	36.82400	Boraginaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Alyssum pateri subsp. pateri	2300	a8e7eb64-ff1c-469d-8c85-72ca63b44782-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	466	Alyssum	pateri	Capparales	36.82400	Brassicaceae	pateri	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Erysimum pallidum Boiss.	2300	69df1809-e7ce-4bd0-91b0-8c732c57929c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	467	Erysimum	pallidum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Phlomis armeniaca Willd.	2300	973e3f18-ca87-4d4b-82f3-0c1bc64c53ca-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	468	Phlomis	armeniaca	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Salvia argentea L.	1950	2c2725db-2718-43ac-ba22-735a021eaf30-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	469	Salvia	argentea	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Silene rhynchocarpa Boiss.	2300	b2da893e-e2ed-44c9-8e9c-a69951e5ef35-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	469x44	Silene	rhynchocarpa	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Silene caryophylloides subsp. echinus (Boiss. & Heldr.) Coode & Cullen	2200	ac322050-962a-4d85-b59f-05f9cf553320-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	469x45	Silene	caryophylloides	Caryophyllales	36.82400	Caryophyllaceae	echinus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Helichrysum plicatum subsp. isauricum Parolly	2400	a797448b-db52-4161-aa3b-20920c326a03-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	470	Helichrysum	plicatum	Asterales	36.82400	Asteraceae	isauricum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Thlaspi papillosum Boiss.	1950	11e654ad-ae1a-4829-ad74-d9e44d1c2d9f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	471	Thlaspi	papillosum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1950m	B	30.33700	Orobanche fuliginosa Jord.	1950	a34b6576-3a0a-4e64-87b2-02c05d7ca14a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	472	Orobanche	fuliginosa	Scrophulariales	36.82400	Orobanchaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Salvia pisidica Benth.	2300	2d51d8a3-d9b8-4a71-a5b6-76932af9d9ff-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	473	Salvia	pisidica	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2300m	B	30.33700	Elytrigia spec.	2300	a27d536a-fc8f-488c-9f8a-239443b8082f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	474	Elytrigia	spec.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, road leading to the observatory, 2300m	B	30.33700	Secale anatolicum Boiss.	2300	183c6392-22d5-4184-85a4-f06ee4cf5143-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	475a	Secale	anatolicum	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, road leading to the observatory, 2300m	B	30.33700	Anthoxanthum spec.	2300	e12e04a2-0633-41e7-bc5d-a2c78c6d8812-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	475b	Anthoxanthum	spec.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, road leading to the observatory, 2300m	B	30.33700	Elytrigia divaricata (Boiss. & Balansa) Nevski	2300	a9828cce-78dd-491f-bc9f-77de3fd976b2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	475c	Elytrigia	divaricata	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, road leading to the observatory, 2300m	B	30.33700	Elytrigia divaricata (Boiss. & Balansa) Nevski	2300	449543e5-2a6d-4a9f-970d-ec1fe715e8ff-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	476	Elytrigia	divaricata	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Tragopogon olympicus Boiss.	2200	0cdea35a-34f0-4883-b330-72b430e7d15b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	477	Tragopogon	olympicus	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Noaea mucronata subsp. mucronata	2200	02badb2c-af74-4048-aeaa-dd0b53ab52e7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	478	Noaea	mucronata	Caryophyllales	36.82400	Chenopodiaceae	mucronata	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Saponaria pumilio Boiss.	2200	2282424c-3c46-4343-9f36-1076a2ebae93-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	479	Saponaria	pumilio	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m	B	28.80000	noch unbestimmt !!!	2000	4fde5bde-46fc-4c96-bcbf-b8cc472cb417-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	48	noch unbestimmt !!!			37.07000	unbekannt		ICBN		Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Allium cf. scorodoprasum subsp. rotundum (L.) Stearn	2200	a2f20972-fd9b-4689-a6b6-18287402735a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	480	Allium	cf. scorodoprasum	Liliales	36.82400	Liliaceae	rotundum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2200m	B	30.33700	Thesium procumbens C.A.Meyer	2200	f0ff3f36-3a6b-418e-8d05-605a8049ae73-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	481	Thesium	procumbens	Santalales	36.82400	Santalaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Ziziphora clinopodioides Lam.	1900	9af5d964-359e-4f9c-8039-e3e20bcf8138-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	482	Ziziphora	clinopodioides	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Thymus sipyleus var. davisianus Ronniger	2400	8cefdcb5-c348-44c8-8235-52ed3807af07-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	483	Thymus	sipyleus	Lamiales	36.82400	Lamiaceae	sipyleus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Galium verum subsp. glabrescens Ehrend.	1950	e8d44d48-550f-4dc4-b93d-a479ef69f9e6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	484	Galium	verum	Rubiales	36.82400	Rubiaceae	glabrescens	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Taraxacum spec.	1950	09dfacff-9d4d-483b-9214-2f2bd0d3e708-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	485	Taraxacum	spec.	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Tragopogon cf. olympicus Boiss.	1950	73a1f7aa-8884-40f4-89ab-7fd6bdad6f68-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	486	Tragopogon	cf. olympicus	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Lotus alpinus (DC.) Ramond	1950	006c161b-b4a9-4175-b57b-330a3eaff363-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	487	Lotus	alpinus	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Bunium microcarpum subsp. microcarpum	2400	de8cc704-ce23-488e-b1e7-4dab796f6487-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	488	Bunium	microcarpum	Apiales	36.82400	Apiaceae	microcarpum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Sanguisorba minor subsp. muricata (Spach) Briq.	1950	d58d200d-c7cb-4afe-b9ff-4a6ef365cc11-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	489	Sanguisorba	minor	Rosales	36.82400	Rosaceae	muricata	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Astragalus angustifolius subsp. angustifolius	2400	27d9e2d0-5c60-4855-aff7-02d791ac8a3d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	490	Astragalus	angustifolius	Fabales	36.82400	Fabaceae	angustifolius	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Lamium garganicum subsp. reniforme (Benth.) R.B.Mill	1950	9129be76-a674-41ff-84eb-d086f1f0894d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	491	Lamium	garganicum	Lamiales	36.82400	Lamiaceae	reniforme	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Sesleria spec.	1950	034772f5-582f-4873-a374-d219a075014d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	492	Sesleria	spec.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Astragalus microcephalus Willd.	1950	0b81993c-2b26-4fb1-bd33-3dcc7b9e1340-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	493	Astragalus	microcephalus	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Medicago lupulina var. perennans Hal.	1950	719e76dc-3463-4da8-84a9-8c98a9920316-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	494	Medicago	lupulina	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Medicago x varia Martyn	1950	e4b5a6a7-2535-4e47-ac28-dfb418bc496a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	495	Medicago	x varia	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Stipa holosericea Trin.	1950	db214ea0-8241-457b-9737-b4ad0828ceef-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	497	Stipa	holosericea	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Melica ciliata subsp. ciliata	1950	11d82266-29ea-40d0-a8ef-bdb06485190d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	498	Melica	ciliata	Cyperales	36.82400	Poaceae	ciliata	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Taraxacum cf. serotinum (Waldst. & Kit.) Poir.	1950	7b61a084-5928-48b8-b107-790eb02033cc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	499	Taraxacum	cf. serotinum	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Cynoglossum stamineum Desf.	1950	6b3149a6-b16e-4b38-ab34-a3575e79a78f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	500	Cynoglossum	stamineum	Lamiales	36.82400	Boraginaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Ranunculus demissus var. major Boiss.	1950	18743e43-6541-4972-ab72-55e2bf6dfb5f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	501	Ranunculus	demissus	Ranunculales	36.82400	Ranunculaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Alopecurus armenus (C.Koch) Grossh.	1950	5e7cdb4b-a865-4624-b079-28196cab36a9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	503	Alopecurus	armenus	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Stipa holosericea Trin.	1950	e0fd914e-8d36-402e-96af-88d004fb9058-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	504	Stipa	holosericea	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1950m	B	30.33700	Bromus japonicus subsp. anatolicus (Boiss. & Heldr.) Pénzes	1950	1ed44170-1e45-48d7-8d93-f5e3dbc4d292-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	505	Bromus	japonicus	Cyperales	36.82400	Poaceae	anatolicus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Astragalus microcephalus Willd.	1950	27d65fdd-7e73-4b94-b078-f5339ad5da2e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	506	Astragalus	microcephalus	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1950m	B	30.33700	Fumaria parviflora Lam.	1950	e7a7107e-99f1-48ec-8838-80433b2f4f8e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	507	Fumaria	parviflora	Papaverales	36.82400	Papaveraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Stachys cretica s.l. L.	1900	f13d19be-4abf-4daf-935f-119944b577fe-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	508a	Stachys	cretica s.l.	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1950m	B	30.33700	noch unbestimmt !!!	1950	6405ea1e-8721-4001-b24e-84189da1b3cd-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	508b	noch unbestimmt !!!			36.82400	unbekannt		ICBN		Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Scutellaria orientalis subsp. pinnatifida J.R.Edm.	1900	41e321ea-2518-46d1-a8fe-13113dea5331-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	509	Scutellaria	orientalis	Lamiales	36.82400	Lamiaceae	pinnatifida	ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m	B	28.80000	Orobanche oxyloba (Reut.) Beck	2000	55fdabb3-03fa-42a2-829d-e9e539be2044-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	51	Orobanche	oxyloba	Scrophulariales	37.07000	Orobanchaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Anthemis cretica subsp. anatolica (Boiss.) Grierson	1900	93a6aedd-a90f-42b6-8d57-ec062276e546-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	510	Anthemis	cretica	Asterales	36.82400	Asteraceae	anatolica	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Elytrigia intermedia (Host) Nevski	1900	74af5ddb-cd10-4bb8-bea6-d134a50bc19e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	511	Elytrigia	intermedia	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m	B	30.33700	Bromus tomentellus subsp. tomentellus	1900	651f6752-eb21-4a55-8e56-8b85370c1128-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	512	Bromus	tomentellus	Cyperales	36.82400	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
